"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"ImmuneCells_Xiong","ENSG00000133107.15","protein_coding","TRPC4",NA,"7223"
"ImmuneCells_Xiong","ENSG00000121297.8","protein_coding","TSHZ3",NA,"57616"
"ImmuneCells_Xiong","ENSG00000183785.16","protein_coding","TUBA8",NA,"51807"
"ImmuneCells_Xiong","ENSG00000176890.16","protein_coding","TYMS",NA,"7298"
"ImmuneCells_Xiong","ENSG00000175063.17","protein_coding","UBE2C",NA,"11065"
"ImmuneCells_Xiong","ENSG00000144406.19","protein_coding","UNC80",NA,"285175"
"ImmuneCells_Xiong","ENSG00000165804.16","protein_coding","ZNF219",NA,"51222"
"ImmuneCells_Xiong","ENSG00000148143.13","protein_coding","ZNF462",NA,"58499"
"ImmuneCells_Xiong","ENSG00000167554.15","protein_coding","ZNF610",NA,"162963"
"ImmuneCells_Xiong","ENSG00000221923.9","protein_coding","ZNF880",NA,"400713"
