"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000125398.8","protein_coding","SOX9",NA,"6662"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000105290.13","protein_coding","APLP1",NA,"333"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000170017.12","protein_coding","ALCAM",NA,"214"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000065618.21","protein_coding","COL17A1",NA,"1308"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000172037.14","protein_coding","LAMB2",NA,"3913"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000095637.23","protein_coding","SORBS1",NA,"10580"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000196159.14","protein_coding","FAT4",NA,"79633"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000135744.9","protein_coding","AGT",NA,"183"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000167614.14","protein_coding","TTYH1",NA,"57348"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000163359.17","protein_coding","COL6A3",NA,"1293"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000102854.16","protein_coding","MSLN",NA,"10232"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000272398.6","protein_coding","CD24",NA,"100133941"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000137801.11","protein_coding","THBS1",NA,"7057"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000110876.10","protein_coding","SELPLG",NA,"6404"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000169231.13","protein_coding","THBS3",NA,"7059"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000107282.8","protein_coding","APBA1",NA,"320"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000144061.14","protein_coding","NPHP1",NA,"4867"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000115414.21","protein_coding","FN1",NA,"2335"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000182871.16","protein_coding","COL18A1",NA,"80781"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000126500.4","protein_coding","FLRT1",NA,"23769"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000242252.2","protein_coding","BGLAP",NA,"632"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000168487.20","protein_coding","BMP1",NA,"649"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000197467.17","protein_coding","COL13A1",NA,"1305"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000213949.10","protein_coding","ITGA1",NA,"3672"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000163531.17","protein_coding","NFASC",NA,"23114"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000142798.20","protein_coding","HSPG2",NA,"3339"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000143126.8","protein_coding","CELSR2",NA,"1952"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000087303.19","protein_coding","NID2",NA,"22795"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000118946.12","protein_coding","PCDH17",NA,"27253"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000080573.7","protein_coding","COL5A3",NA,"50509"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000084636.18","protein_coding","COL16A1",NA,"1307"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000130635.16","protein_coding","COL5A1",NA,"1289"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000197565.17","protein_coding","COL4A6",NA,"1288"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000140945.17","protein_coding","CDH13",NA,"1012"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000112851.15","protein_coding","ERBIN",NA,"55914"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000161638.11","protein_coding","ITGA5",NA,"3678"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000184363.10","protein_coding","PKP3",NA,"11187"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000008277.15","protein_coding","ADAM22",NA,"53616"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000182667.15","protein_coding","NTM",NA,"50863"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000149557.14","protein_coding","FEZ1",NA,"9638"
